date,price,signal,score,action,portfolio_value,buy_and_hold_value,strategy_peak,strategy_drawdown
2026-05-23 00:00:00,75478.38285862996,SELL,-15,SELL,9875.085984741303,10900.069385995188,10928.283465545754,-9.637355071589502
2026-05-24 00:00:00,76684.37097078416,SELL,20,HOLD,9875.085984741303,11074.229901937708,10928.283465545754,-9.637355071589502
2026-05-25 00:00:00,77016.06581859986,BUY,20,BUY,9845.46072678708,11122.130992544538,10928.283465545754,-9.908443006374727
2026-05-26 00:00:00,77258.39912360838,BUY,20,HOLD,9876.439757095815,11157.127103206816,10928.283465545754,-9.624967285723766
2026-05-27 00:00:00,75851.10409561773,SELL,-15,SELL,9667.446543051792,10953.895225804315,10928.283465545754,-11.537373883730934
2026-05-28 00:00:00,74339.61694703094,SELL,-15,HOLD,9667.446543051792,10735.616638324584,10928.283465545754,-11.537373883730934
2026-05-29 00:00:00,73651.64255141478,SELL,-15,HOLD,9667.446543051792,10636.264103678344,10928.283465545754,-11.537373883730934
2026-05-30 00:00:00,73500.91507629369,SELL,-15,HOLD,9667.446543051792,10614.49707747863,10928.283465545754,-11.537373883730934
2026-05-31 00:00:00,73820.30385315015,SELL,-15,HOLD,9667.446543051792,10660.621009881424,10928.283465545754,-11.537373883730934
2026-06-01 00:00:00,73598.6681238158,SELL,-55,HOLD,9667.446543051792,10628.613900870028,10928.283465545754,-11.537373883730934
2026-06-02 00:00:00,71320.29306465392,SELL,-55,HOLD,9667.446543051792,10299.586631185408,10928.283465545754,-11.537373883730934
2026-06-03 00:00:00,66727.26415497709,SELL,-55,HOLD,9667.446543051792,9636.29295806672,10928.283465545754,-11.537373883730934
2026-06-04 00:00:00,64046.61064609333,SELL,-55,HOLD,9667.446543051792,9249.171399018856,10928.283465545754,-11.537373883730934
2026-06-05 00:00:00,63810.65923840883,SELL,-55,HOLD,9667.446543051792,9215.09691811349,10928.283465545754,-11.537373883730934
2026-06-06 00:00:00,60960.10140035313,SELL,-55,HOLD,9667.446543051792,8803.438943381894,10928.283465545754,-11.537373883730934
2026-06-07 00:00:00,60855.25426528331,SELL,-55,HOLD,9667.446543051792,8788.297640615454,10928.283465545754,-11.537373883730934
2026-06-08 00:00:00,63273.537430635515,SELL,-55,HOLD,9667.446543051792,9137.529477586499,10928.283465545754,-11.537373883730934
2026-06-09 00:00:00,63069.147792658114,SELL,-55,HOLD,9667.446543051792,9108.01293057853,10928.283465545754,-11.537373883730934
2026-06-10 00:00:00,61669.76384194788,SELL,-55,HOLD,9667.446543051792,8905.923516594146,10928.283465545754,-11.537373883730934
2026-06-11 00:00:00,61480.144432833426,SELL,-55,HOLD,9667.446543051792,8878.539984541661,10928.283465545754,-11.537373883730934
2026-06-12 00:00:00,63555.66181107698,SELL,-55,HOLD,9667.446543051792,9178.2719419296,10928.283465545754,-11.537373883730934
2026-06-13 00:00:00,63532.27782485316,SELL,-55,HOLD,9667.446543051792,9174.894987327405,10928.283465545754,-11.537373883730934
2026-06-14 00:00:00,64408.80975375945,SELL,-55,HOLD,9667.446543051792,9301.477705216497,10928.283465545754,-11.537373883730934
2026-06-15 00:00:00,65709.31094599118,SELL,-55,HOLD,9667.446543051792,9489.287150716222,10928.283465545754,-11.537373883730934
2026-06-16 00:00:00,66292.50117921834,SELL,-55,HOLD,9667.446543051792,9573.507476677854,10928.283465545754,-11.537373883730934
2026-06-17 00:00:00,65619.28080038042,SELL,-55,HOLD,9667.446543051792,9476.285615749232,10928.283465545754,-11.537373883730934
2026-06-18 00:00:00,64444.545329668814,SELL,-55,HOLD,9667.446543051792,9306.638391524391,10928.283465545754,-11.537373883730934
2026-06-19 00:00:00,62897.23855524796,SELL,-55,HOLD,9667.446543051792,9083.18697982421,10928.283465545754,-11.537373883730934
2026-06-20 00:00:00,63489.81094752525,SELL,-55,HOLD,9667.446543051792,9168.762212724276,10928.283465545754,-11.537373883730934
2026-06-21 00:00:00,64253.39869532133,SELL,-55,HOLD,9667.446543051792,9279.03430809842,10928.283465545754,-11.537373883730934
2026-06-22 00:00:00,63255.48525259375,SELL,-55,HOLD,9667.446543051792,9134.922506083252,10928.283465545754,-11.537373883730934
2026-06-23 00:00:00,63937.28526422244,SELL,-55,HOLD,9667.446543051792,9233.383378622671,10928.283465545754,-11.537373883730934
2026-06-24 00:00:00,62662.29201921944,SELL,-55,HOLD,9667.446543051792,9049.2576155782,10928.283465545754,-11.537373883730934
2026-06-25 00:00:00,60989.57352152134,SELL,-55,HOLD,9667.446543051792,8807.69510459679,10928.283465545754,-11.537373883730934
2026-06-26 00:00:00,59726.73653480851,SELL,-55,HOLD,9667.446543051792,8625.324864840162,10928.283465545754,-11.537373883730934
2026-06-27 00:00:00,60022.32566638378,SELL,-55,HOLD,9667.446543051792,8668.011816015987,10928.283465545754,-11.537373883730934
2026-06-28 00:00:00,59953.443344011124,SELL,-55,HOLD,9667.446543051792,8658.064304359083,10928.283465545754,-11.537373883730934
2026-06-29 00:00:00,59494.606386317784,SELL,-55,HOLD,9667.446543051792,8591.802223928931,10928.283465545754,-11.537373883730934
2026-06-30 00:00:00,60152.35872063589,SELL,-55,HOLD,9667.446543051792,8686.790296160105,10928.283465545754,-11.537373883730934
2026-07-01 00:00:00,58566.091991843154,SELL,-55,HOLD,9667.446543051792,8457.712555571501,10928.283465545754,-11.537373883730934
2026-07-02 00:00:00,59967.685041718134,SELL,-55,HOLD,9667.446543051792,8660.120992476945,10928.283465545754,-11.537373883730934
2026-07-03 00:00:00,61490.21448471664,SELL,-55,HOLD,9667.446543051792,8879.99423223604,10928.283465545754,-11.537373883730934
2026-07-04 00:00:00,62553.61289177051,SELL,-20,HOLD,9667.446543051792,9033.562922804755,10928.283465545754,-11.537373883730934
2026-07-05 00:00:00,63088.406753852214,SELL,-20,HOLD,9667.446543051792,9110.794177411959,10928.283465545754,-11.537373883730934
2026-07-06 00:00:00,63586.102141021256,SELL,-20,HOLD,9667.446543051792,9182.667925202675,10928.283465545754,-11.537373883730934
2026-07-07 00:00:00,64001.23542391328,SELL,-20,HOLD,9667.446543051792,9242.618621237516,10928.283465545754,-11.537373883730934
2026-07-08 00:00:00,63335.30929080668,SELL,-20,HOLD,9667.446543051792,9146.450145153382,10928.283465545754,-11.537373883730934
2026-07-09 00:00:00,62247.1304822092,SELL,-20,HOLD,9667.446543051792,8989.302839277761,10928.283465545754,-11.537373883730934
2026-07-10 00:00:00,63192.8789720319,SELL,-20,HOLD,9667.446543051792,9125.881337257451,10928.283465545754,-11.537373883730934
2026-07-11 00:00:00,64110.97482196822,SELL,-20,HOLD,9667.446543051792,9258.466431005998,10928.283465545754,-11.537373883730934
2026-07-12 00:00:00,63791.35305345348,SELL,-20,HOLD,9667.446543051792,9212.30885154897,10928.283465545754,-11.537373883730934
2026-07-13 00:00:00,63746.65595793199,SELL,-20,HOLD,9667.446543051792,9205.85400415976,10928.283465545754,-11.537373883730934
2026-07-14 00:00:00,62278.96301585648,SELL,-20,HOLD,9667.446543051792,8993.899875042787,10928.283465545754,-11.537373883730934
2026-07-15 00:00:00,64983.51907427709,SELL,-20,HOLD,9667.446543051792,9384.473276043092,10928.283465545754,-11.537373883730934
2026-07-16 00:00:00,64717.168891130066,SELL,-20,HOLD,9667.446543051792,9346.008812877357,10928.283465545754,-11.537373883730934
2026-07-17 00:00:00,63757.311926272996,SELL,-20,HOLD,9667.446543051792,9207.39286588272,10928.283465545754,-11.537373883730934
2026-07-18 00:00:00,63918.383235832494,SELL,-20,HOLD,9667.446543051792,9230.653677572076,10928.283465545754,-11.537373883730934
2026-07-19 00:00:00,64815.18442406561,SELL,-20,HOLD,9667.446543051792,9360.163542608436,10928.283465545754,-11.537373883730934
2026-07-20 00:00:00,64568.58417474858,SELL,-20,HOLD,9667.446543051792,9324.551229170376,10928.283465545754,-11.537373883730934
2026-07-21 00:00:00,65143.63336057771,SELL,-20,HOLD,9667.446543051792,9407.5958810098,10928.283465545754,-11.537373883730934
2026-07-22 00:00:00,66538.77989486973,SELL,-20,HOLD,9667.446543051792,9609.073356433413,10928.283465545754,-11.537373883730934
2026-07-23 00:00:00,66077.05646514206,SELL,-20,HOLD,9667.446543051792,9542.394431547094,10928.283465545754,-11.537373883730934
2026-07-23 06:16:40,65649.57929030248,SELL,-20,HOLD,9667.446543051792,9480.661115460982,10928.283465545754,-11.537373883730934
